Title,Author,Date,Rating,Content
Stay on point and speak with a kinder voice.,phx313,05/20/2019,2 Stars,"I keep an open mind and believe in a healthy combination of science and holistic healing. I am also Open-minded to the concept of getting “help“ from spirit. I read a significant amount of material about various approaches to nutrition and overall well-being. Because there are so many messages out there, It is even more critical to retain your audience’s attention. I agree with the long list of reviewers asking Anthony to get to the point and stop rambling. The first podcast I listened to was the rumors and myths about celery juice podcast. I was taken back by how snarky his comments were and the general labeling he threw out there, which is exactly what he was arguing against. I find it shocking that somebody supposedly so connected with spirit would be referring to people as trolls. He comes across as arrogant and cocky. As a professional communicator, I can tell you you will only push people away with this approach. When I work with people who are truly connected with spirit there is a loving, humble calmness about them. They have no reason to attack others or make sarcastic comments about people. I highly recommend you stay on point and prepare better for your podcast so that you provide more information in less time. Nobody should talk about celery for 60 minutes. You can get to the point in half the time or less and people will appreciate it. Please take a step back take a breath and think about how your messages coming across particularly if you are truly representing spirit.I take spirit as being a God source, and the only thing that comes from God is love. Speak with love, we need more of that. That will help you to attract and retain a larger audience and help more people."
Best podcast you’ve ever done!,$550Kseller,05/08/2019,5 Stars,"Thanks so much Anthony! My husband and I are big fans and we have been following you for almost two years. I need your podcasts and books to stay inspired to keep trying to get more celery juice and fruit into my body.  

This was absolutely hands down your best podcast.  So clearly explained the celery juice process! Thank you so much.  I’m off to the store for more celery and wild blueberries! Take care!"
"Ego and ghosts, with a side of bad medicine","Witch, but NOT a fan",05/09/2019,1 Star,"I was excited to find a new medical podcast so listened with eagerness to Medical Medium; however, I didn’t realize he meant “medium” in terms of ghosts. Before the kooky and awful ghost stuff, this podcast lost me. He talked for 20 minutes about himself before going into some victimization and self-grandeur fed material. “Medical system fails and knows nothing while me and my ghost have magically discovered the secret knowledge.” Most of what he says, doctors actually know. But, he misrepresents real knowledge and repackages it.  His good points about the dangerous influence of money, lobbyists, and pharmaceuticals are lost in a haze of rants and strange advice. I also can’t take the flip flops in how evidence-based the podcast is. 

Not for me or anyone with any science background or evidenced based approach. Also not for anyone who doesn’t take medical advice from ghosts."
"What I listen to while I’m working, flying, driving",Amanda-1982,05/01/2019,5 Stars,"I’m so grateful for these tasty morsels of info specific to individual conditions. I can send them to people I know when I think they might find them interesting! They don’t replace the info in the books but there’re great for when I can’t read, and like I said for sharing 🙏🏽💕🌸"
Episodes are not substantive enough,jb8666,05/07/2019,3 Stars,He’s extremely knowledgeable and I trust the information he gives - but he takes forever to get to the point. Talks in circles. And the episodes have very little substance. I can find the information much faster in his blogs.
Rambling,bugass,04/23/2019,3 Stars,"I give this podcast 3 stars because the information he is trying to convey is extremely important. However, I recommend just reading his books as I have because he rambles so much in the podcast I can barely listen to it. And repeats himself constantly. Not my style."
cELerY jUiCe,Franniecccc,04/26/2019,2 Stars,oh my god get to the point. i don’t think i’ve heard the words “celery juice” so many times without actually learning about celery juice. ps u didn’t invent celery you’re not the source.
Don’t listen to this podcast,Tobyka,04/22/2019,1 Star,"I’m an adult who was diagnosed with asthma— I see BOTH “western” doctors and incorporate other alternatives to healing (not curing) my disease. With an open mind, I listened to this podcast and wanted to love it. Only come to find it’s utter drivel.

This podcast rambles on and on without a main point in sight nor “evidence” to support his claims. Eat less fatty meat and eat more vegetables and fruits. Yes. You don’t need a “medical medium” to tell you that."
Spooky,whatever1122,04/22/2019,1 Star,He talks to spirits and ghost!
Love this!!!,karikale,04/17/2019,5 Stars,I have listened to every single episode. Thank you Anthony and spirit for this knowledge. I love how you repeat things. I’ve incorporated many of the recommendations and Im healing and feeling so much better. Thank you!
